dac_path,label,split
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING13.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_CLOSE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ROTARY_HOE_HOWARD_TERRIER_1953OPERATION_LOW_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_WALKING_7.5KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_OLD_LOWER01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING08.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ROTARY_HOE_HOWARD_TERRIER_1953_FULL_OPERATION.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING15.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/MILKSHAKE_MACHINE_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/MILKSHAKE_MACHINE_ON_OFF.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ATM_CARD_INSERT.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/INDUSTRIAL_WATER_EVAPORATOR_LARGE_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING06.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING10.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_OLD_POPUP02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_POPUP_ELEMENTS_COOLING01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/WHEELWRIGHT_BELT_DRIVE_MACHINERY_POWER_BELT_OPERATING_CLOSE_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ROTARY_HOE_HOWARD_TERRIER_1953_OPERATION_HIGH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_OLD_LOAD01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/CREATED_AMBIENCE_TUNING_MARIO_LOOP_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_JOGGING_7.5KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_OLD_POPUP01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ATM_CARD_REMOVE.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/WHEELWRIGHT_HUB_LATHE_OPERATING.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/PROJECTOR_CINEMA_KINETON_EP_30_35MM_OPERATING_CLOSE_REAR_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_WALKING_5KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_POPUP_LOWER02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/MACHINERY_INDUSTRIAL_TAG_DISPENCER_OPERATING01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/WHEELWRIGHT_BELT_DRIVE_MACHINERY_POWER_BELT_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/PROJECTOR_CINEMA_KINETON_EP_30_35MM_OPERATING_CLOSE_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_STOP01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/SCULPTURE_MOVING_WIND_DRIVEN_OPERATING.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_RUNNING_12KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TRASH_COMPACTOR_OPERATING_EXTERNAL_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_REWIND01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/MACHINERY_WILFLEY_VIBRATION_TABLE_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/INDUSTRIAL_TRAVELATOR_SEOUL_AIRPORT_MALFUNCTIONING_LOOP_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING12.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_ROWING_MACHINE_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_LOAD_CASSETTE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_STOP02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_JOGGING_10KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_CROSSTRAINER_OPERATING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING09.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_PLAY01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_OPEN01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/CREATED_AMBIENCE_SPEED_TRANSFER_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_POPUP_POP02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/ADDING_MACHINE_BURROWS_1940S_OPERATING05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_WALKING_6KPH_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/PROJECTOR_CINEMA_KINETON_EP_30_35MM_OPERATING_MID_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/WHEELWRIGHT_HUB_MORTICER_OPERATING.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/TOASTER_POPUP_LOWER01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/WHEELWRIGHT_SPOKE_LATHE_OPERATING.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/GYM_TREADMILL_STARTUP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/MACHINERY_INDUSTRIAL_TAG_DISPENCER_OPERATING02_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/SEW_MACHINE_SINGER_HAND_OPERATED_EARLY_20C_OPERATING.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Machines - Misc/STEREO_AKAI_MINI_TAPE_DECK_FF_STOP01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SINGLE03.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SEQUENCE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE03.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SINGLE_KEY03.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SPACE_BAR.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_CARRIAGE_RETURN02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_DOUBLE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_CARRIAGE_RETURN.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SEQUENCE05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SCROLL_FUNCTION.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE06.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SEQUENCE05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SEQUENCE04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SINGLE04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_1940S_KEY_JAM.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_KEY_JAM.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_CARRIAGE_RETURN01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SINGLE_SPACE.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SEQUENCE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SCROLL.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SINGLE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SINGLE_KEY01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SEQUENCE03.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SINGLE_KEY02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SPACE_BAR.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SPACE_BAR.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SEQUENCE04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SEQUENCE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_SINGLE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SEQUENCE03.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SCROLL_FUNCTION02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD1940S_SEQUENCE01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_REMINGTON_STANDARD_10_1900S_CARRIAGE_RETURN02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Typewriters/TYPEWRITER_1950S_SEQUENCE07.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL06.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_WOODEN_RAMP01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN02_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_GRAVEL08.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE09_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_GRAVEL07.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE05_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE10_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE_PEDAL_SLOW_UPHILL01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN_PEDALLING_UPHILL03_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_ROAD_GEAR_CHANGE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL08.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_DIRT_PEDDALLING_LOOP.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE18_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE03_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE08.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE21_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR10.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE07.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_TRAMLINE_CROSSING_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL10.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE12_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE16_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN04_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE12.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_ROAD_PEDDELLING_UPHILL.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN03_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE13_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL11.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL07.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_COMPACTED_DIRT01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE_PEDAL_SLOW01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_GRAVEL09.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL09.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL04.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL09.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_WOODEN_BRIDGE02_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_CONCRETE10.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN_PEDALLING_DOWNHILL01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR08.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_LAND_SLIDE_GRAVEL02.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_BOUNCE_GRAVEL06.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_VARIED_TERRAIN01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_GRAVEL05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE_BAD_GEAR_GEARCHANGE_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE_GEAR_CHANGES_FREEWHEELING01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR05.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE17_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_ROAD_PEDDELLING_METAL_GRATE.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE_PEDALLING_DOWNHILL_BELL_RING01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_CONCRETE02_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_DIRT_STOPPING_BRAKE.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE07_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_CRASH_METAL_POLE_01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_SLIDE_GRAVEL_MINOR06.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_SMOOTH_BITUMEN_DOWNHILL_FREEWHEELING01_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_LAND_SLIDE_GRAVEL01.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GIANT_CRX3_RIDING_METAL_RAMP02_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_GRAVEL_SLIDE04_STEREO.dac,machines,train
data/codes-mono-win=10/prosound/train/Sound Librarian - The Foundation Library/Vehicles - Bicycles/BICYCLE_MOUNTAIN_BIKE_MOVE_GRAVEL07.dac,machines,train
